,Latitud,Longitud,Lai,date
0,20.92108,-88.94114,22,20210922
1,20.92108,-88.94114,60,20210926
2,20.92108,-88.94114,51,20210930
3,20.92108,-88.94114,43,20211004
4,20.92108,-88.94114,47,20211008
5,20.92108,-88.94114,23,20211012
6,20.92108,-88.94114,60,20211016
7,20.92108,-88.94114,4,20211020
8,20.92108,-88.94114,16,20211024
9,20.92108,-88.94114,49,20211028
10,20.92108,-88.94114,55,20211101
11,20.92108,-88.94114,26,20211105
12,20.92108,-88.94114,15,20211109
13,20.92108,-88.94114,54,20211113
14,20.92108,-88.94114,31,20211117
15,20.92108,-88.94114,57,20211121
16,20.92108,-88.94114,51,20211125
17,20.92108,-88.94114,47,20211129
18,20.92108,-88.94114,48,20211203
19,20.92108,-88.94114,32,20211207
20,20.92108,-88.94114,7,20211211
21,20.92108,-88.94114,44,20211215
22,20.92108,-88.94114,49,20211219
23,20.92108,-88.94114,28,20211223
24,20.92108,-88.94114,9,20211227
25,20.92108,-88.94114,13,20211231
26,20.92108,-88.94114,13,20220101
27,20.92108,-88.94114,14,20220105
28,20.92108,-88.94114,15,20220109
29,20.92108,-88.94114,46,20220113
30,20.92108,-88.94114,21,20220117
31,20.92108,-88.94114,45,20220121
32,20.92108,-88.94114,17,20220125
33,20.92108,-88.94114,10,20220129
34,20.92108,-88.94114,20,20220202
35,20.92108,-88.94114,9,20220206
36,20.92108,-88.94114,23,20220210
37,20.92108,-88.94114,17,20220214
38,20.92108,-88.94114,31,20220218
39,20.92108,-88.94114,11,20220222
40,20.92108,-88.94114,8,20220226
41,20.92108,-88.94114,51,20220302
42,20.92108,-88.94114,56,20220306
43,20.92108,-88.94114,30,20220310
44,20.92108,-88.94114,9,20220314
45,20.92108,-88.94114,27,20220318
46,20.92108,-88.94114,44,20220322
47,20.92108,-88.94114,44,20220326
48,20.92108,-88.94114,47,20220330
49,20.92108,-88.94114,19,20220415
50,20.92108,-88.94114,13,20220419
51,20.92108,-88.94114,30,20220423
52,20.92108,-88.94114,10,20220427
53,20.92108,-88.94114,16,20220501
54,20.92108,-88.94114,20,20220505
55,20.92108,-88.94114,44,20220509
56,20.92108,-88.94114,18,20220513
57,20.92108,-88.94114,22,20220517
58,20.92108,-88.94114,10,20220521
59,20.92108,-88.94114,11,20220525
60,20.92108,-88.94114,13,20220529
61,20.92108,-88.94114,19,20220602
62,20.92108,-88.94114,49,20220606
63,20.92108,-88.94114,21,20220610
64,20.92108,-88.94114,26,20220614
65,20.92108,-88.94114,20,20220618
66,20.92108,-88.94114,16,20220622
67,20.92108,-88.94114,23,20220626
68,20.92108,-88.94114,45,20220630
69,20.92108,-88.94114,44,20220704
70,20.92108,-88.94114,45,20220708
71,20.92108,-88.94114,13,20220712
72,20.92108,-88.94114,50,20220716
73,20.92108,-88.94114,66,20220720
74,20.92108,-88.94114,62,20220724
75,20.92108,-88.94114,42,20220728
76,20.92108,-88.94114,57,20220801
77,20.92108,-88.94114,55,20220805
78,20.92108,-88.94114,56,20220809
79,20.92108,-88.94114,65,20220813
80,20.92108,-88.94114,54,20220817
81,20.92108,-88.94114,52,20220821
82,20.92108,-88.94114,59,20220825
83,20.92108,-88.94114,46,20220829
84,20.92108,-88.94114,45,20220902
85,20.92108,-88.94114,45,20220906
86,20.92108,-88.94114,12,20220910
87,20.92108,-88.94114,6,20220914
88,20.92108,-88.94114,63,20220918
89,20.92108,-88.94114,9,20220922
90,20.92108,-88.94114,30,20220926
91,20.92108,-88.94114,70,20220930
92,20.92108,-88.94114,44,20221004
93,20.92108,-88.94114,58,20221008
94,20.92108,-88.94114,59,20221024
95,20.92108,-88.94114,68,20221028
96,20.92108,-88.94114,59,20221101
97,20.92108,-88.94114,58,20221105
98,20.92108,-88.94114,45,20221109
99,20.92108,-88.94114,63,20221113
100,20.92108,-88.94114,45,20221117
101,20.92108,-88.94114,29,20221121
102,20.92108,-88.94114,26,20221125
103,20.92108,-88.94114,47,20221129
104,20.92108,-88.94114,43,20221203
105,20.92108,-88.94114,52,20221207
106,20.92108,-88.94114,51,20221211
107,20.92108,-88.94114,47,20221215
108,20.92108,-88.94114,48,20221219
109,20.92108,-88.94114,13,20221223
110,20.92108,-88.94114,44,20221227
