,Latitud,Longitud,Lai,date
0,20.76982,-89.71913,35,20210922
1,20.76982,-89.71913,68,20210926
2,20.76982,-89.71913,42,20210930
3,20.76982,-89.71913,28,20211004
4,20.76982,-89.71913,29,20211008
5,20.76982,-89.71913,24,20211012
6,20.76982,-89.71913,13,20211016
7,20.76982,-89.71913,3,20211020
8,20.76982,-89.71913,19,20211024
9,20.76982,-89.71913,24,20211028
10,20.76982,-89.71913,22,20211101
11,20.76982,-89.71913,16,20211105
12,20.76982,-89.71913,14,20211109
13,20.76982,-89.71913,14,20211113
14,20.76982,-89.71913,3,20211117
15,20.76982,-89.71913,11,20211121
16,20.76982,-89.71913,16,20211125
17,20.76982,-89.71913,17,20211129
18,20.76982,-89.71913,16,20211203
19,20.76982,-89.71913,11,20211207
20,20.76982,-89.71913,14,20211211
21,20.76982,-89.71913,15,20211215
22,20.76982,-89.71913,18,20211219
23,20.76982,-89.71913,10,20211223
24,20.76982,-89.71913,11,20211227
25,20.76982,-89.71913,15,20211231
26,20.76982,-89.71913,10,20220101
27,20.76982,-89.71913,15,20220105
28,20.76982,-89.71913,12,20220109
29,20.76982,-89.71913,13,20220113
30,20.76982,-89.71913,16,20220117
31,20.76982,-89.71913,9,20220121
32,20.76982,-89.71913,8,20220125
33,20.76982,-89.71913,14,20220129
34,20.76982,-89.71913,13,20220202
35,20.76982,-89.71913,9,20220206
36,20.76982,-89.71913,10,20220210
37,20.76982,-89.71913,27,20220214
38,20.76982,-89.71913,16,20220218
39,20.76982,-89.71913,20,20220222
40,20.76982,-89.71913,12,20220226
41,20.76982,-89.71913,20,20220302
42,20.76982,-89.71913,14,20220306
43,20.76982,-89.71913,10,20220310
44,20.76982,-89.71913,15,20220314
45,20.76982,-89.71913,20,20220318
46,20.76982,-89.71913,12,20220322
47,20.76982,-89.71913,14,20220326
48,20.76982,-89.71913,19,20220330
49,20.76982,-89.71913,15,20220415
50,20.76982,-89.71913,16,20220419
51,20.76982,-89.71913,16,20220423
52,20.76982,-89.71913,22,20220427
53,20.76982,-89.71913,22,20220501
54,20.76982,-89.71913,18,20220505
55,20.76982,-89.71913,14,20220509
56,20.76982,-89.71913,13,20220513
57,20.76982,-89.71913,10,20220517
58,20.76982,-89.71913,9,20220521
59,20.76982,-89.71913,6,20220525
60,20.76982,-89.71913,1,20220529
61,20.76982,-89.71913,8,20220602
62,20.76982,-89.71913,10,20220606
63,20.76982,-89.71913,27,20220610
64,20.76982,-89.71913,17,20220614
65,20.76982,-89.71913,19,20220618
66,20.76982,-89.71913,19,20220622
67,20.76982,-89.71913,34,20220626
68,20.76982,-89.71913,40,20220630
69,20.76982,-89.71913,29,20220704
70,20.76982,-89.71913,20,20220708
71,20.76982,-89.71913,12,20220712
72,20.76982,-89.71913,32,20220716
73,20.76982,-89.71913,27,20220720
74,20.76982,-89.71913,25,20220724
75,20.76982,-89.71913,28,20220728
76,20.76982,-89.71913,32,20220801
77,20.76982,-89.71913,45,20220805
78,20.76982,-89.71913,29,20220809
79,20.76982,-89.71913,29,20220813
80,20.76982,-89.71913,33,20220817
81,20.76982,-89.71913,23,20220821
82,20.76982,-89.71913,65,20220825
83,20.76982,-89.71913,3,20220829
84,20.76982,-89.71913,55,20220902
85,20.76982,-89.71913,42,20220906
86,20.76982,-89.71913,10,20220910
87,20.76982,-89.71913,14,20220914
88,20.76982,-89.71913,43,20220918
89,20.76982,-89.71913,68,20220922
90,20.76982,-89.71913,21,20220926
91,20.76982,-89.71913,7,20220930
92,20.76982,-89.71913,33,20221004
93,20.76982,-89.71913,13,20221008
94,20.76982,-89.71913,20,20221024
95,20.76982,-89.71913,38,20221028
96,20.76982,-89.71913,18,20221101
97,20.76982,-89.71913,33,20221105
98,20.76982,-89.71913,30,20221109
99,20.76982,-89.71913,29,20221113
100,20.76982,-89.71913,14,20221117
101,20.76982,-89.71913,21,20221121
102,20.76982,-89.71913,18,20221125
103,20.76982,-89.71913,14,20221129
104,20.76982,-89.71913,22,20221203
105,20.76982,-89.71913,17,20221207
106,20.76982,-89.71913,20,20221211
107,20.76982,-89.71913,13,20221215
108,20.76982,-89.71913,19,20221219
109,20.76982,-89.71913,7,20221223
110,20.76982,-89.71913,12,20221227
