,Latitud,Longitud,Lai,date
0,20.58033,-90.21687,44,20210922
1,20.58033,-90.21687,34,20210926
2,20.58033,-90.21687,39,20210930
3,20.58033,-90.21687,7,20211004
4,20.58033,-90.21687,50,20211008
5,20.58033,-90.21687,48,20211012
6,20.58033,-90.21687,18,20211016
7,20.58033,-90.21687,2,20211020
8,20.58033,-90.21687,14,20211024
9,20.58033,-90.21687,48,20211028
10,20.58033,-90.21687,20,20211101
11,20.58033,-90.21687,46,20211105
12,20.58033,-90.21687,68,20211109
13,20.58033,-90.21687,16,20211113
14,20.58033,-90.21687,70,20211117
15,20.58033,-90.21687,26,20211121
16,20.58033,-90.21687,23,20211125
17,20.58033,-90.21687,14,20211129
18,20.58033,-90.21687,24,20211203
19,20.58033,-90.21687,20,20211207
20,20.58033,-90.21687,18,20211211
21,20.58033,-90.21687,19,20211215
22,20.58033,-90.21687,21,20211219
23,20.58033,-90.21687,20,20211223
24,20.58033,-90.21687,19,20211227
25,20.58033,-90.21687,19,20211231
26,20.58033,-90.21687,9,20220101
27,20.58033,-90.21687,14,20220105
28,20.58033,-90.21687,15,20220109
29,20.58033,-90.21687,12,20220113
30,20.58033,-90.21687,14,20220117
31,20.58033,-90.21687,11,20220121
32,20.58033,-90.21687,11,20220125
33,20.58033,-90.21687,14,20220129
34,20.58033,-90.21687,12,20220202
35,20.58033,-90.21687,1,20220206
36,20.58033,-90.21687,12,20220210
37,20.58033,-90.21687,9,20220214
38,20.58033,-90.21687,10,20220218
39,20.58033,-90.21687,10,20220222
40,20.58033,-90.21687,8,20220226
41,20.58033,-90.21687,9,20220302
42,20.58033,-90.21687,11,20220306
43,20.58033,-90.21687,6,20220310
44,20.58033,-90.21687,8,20220314
45,20.58033,-90.21687,10,20220318
46,20.58033,-90.21687,9,20220322
47,20.58033,-90.21687,9,20220326
48,20.58033,-90.21687,10,20220330
49,20.58033,-90.21687,10,20220415
50,20.58033,-90.21687,9,20220419
51,20.58033,-90.21687,8,20220423
52,20.58033,-90.21687,12,20220427
53,20.58033,-90.21687,12,20220501
54,20.58033,-90.21687,10,20220505
55,20.58033,-90.21687,11,20220509
56,20.58033,-90.21687,13,20220513
57,20.58033,-90.21687,9,20220517
58,20.58033,-90.21687,11,20220521
59,20.58033,-90.21687,4,20220525
60,20.58033,-90.21687,7,20220529
61,20.58033,-90.21687,10,20220602
62,20.58033,-90.21687,54,20220606
63,20.58033,-90.21687,13,20220610
64,20.58033,-90.21687,18,20220614
65,20.58033,-90.21687,68,20220618
66,20.58033,-90.21687,42,20220622
67,20.58033,-90.21687,45,20220626
68,20.58033,-90.21687,51,20220630
69,20.58033,-90.21687,11,20220704
70,20.58033,-90.21687,48,20220708
71,20.58033,-90.21687,42,20220712
72,20.58033,-90.21687,44,20220716
73,20.58033,-90.21687,47,20220720
74,20.58033,-90.21687,13,20220724
75,20.58033,-90.21687,50,20220728
76,20.58033,-90.21687,57,20220801
77,20.58033,-90.21687,17,20220805
78,20.58033,-90.21687,35,20220809
79,20.58033,-90.21687,29,20220813
80,20.58033,-90.21687,43,20220817
81,20.58033,-90.21687,13,20220821
82,20.58033,-90.21687,15,20220825
83,20.58033,-90.21687,46,20220829
84,20.58033,-90.21687,9,20220902
85,20.58033,-90.21687,49,20220906
86,20.58033,-90.21687,52,20220910
87,20.58033,-90.21687,14,20220914
88,20.58033,-90.21687,56,20220918
89,20.58033,-90.21687,49,20220922
90,20.58033,-90.21687,5,20220926
91,20.58033,-90.21687,51,20220930
92,20.58033,-90.21687,35,20221004
93,20.58033,-90.21687,46,20221008
94,20.58033,-90.21687,28,20221024
95,20.58033,-90.21687,45,20221028
96,20.58033,-90.21687,31,20221101
97,20.58033,-90.21687,12,20221105
98,20.58033,-90.21687,43,20221109
99,20.58033,-90.21687,47,20221113
100,20.58033,-90.21687,14,20221117
101,20.58033,-90.21687,33,20221121
102,20.58033,-90.21687,6,20221125
103,20.58033,-90.21687,25,20221129
104,20.58033,-90.21687,19,20221203
105,20.58033,-90.21687,19,20221207
106,20.58033,-90.21687,15,20221211
107,20.58033,-90.21687,9,20221215
108,20.58033,-90.21687,16,20221219
109,20.58033,-90.21687,2,20221223
110,20.58033,-90.21687,11,20221227
