,Latitud,Longitud,Lai,date
0,20.94399,-88.93401,11,20210922
1,20.94399,-88.93401,21,20210926
2,20.94399,-88.93401,24,20210930
3,20.94399,-88.93401,23,20211004
4,20.94399,-88.93401,11,20211008
5,20.94399,-88.93401,19,20211012
6,20.94399,-88.93401,12,20211016
7,20.94399,-88.93401,3,20211020
8,20.94399,-88.93401,15,20211024
9,20.94399,-88.93401,19,20211028
10,20.94399,-88.93401,16,20211101
11,20.94399,-88.93401,13,20211105
12,20.94399,-88.93401,15,20211109
13,20.94399,-88.93401,12,20211113
14,20.94399,-88.93401,8,20211117
15,20.94399,-88.93401,8,20211121
16,20.94399,-88.93401,15,20211125
17,20.94399,-88.93401,14,20211129
18,20.94399,-88.93401,14,20211203
19,20.94399,-88.93401,11,20211207
20,20.94399,-88.93401,10,20211211
21,20.94399,-88.93401,13,20211215
22,20.94399,-88.93401,13,20211219
23,20.94399,-88.93401,9,20211223
24,20.94399,-88.93401,8,20211227
25,20.94399,-88.93401,5,20211231
26,20.94399,-88.93401,5,20220101
27,20.94399,-88.93401,12,20220105
28,20.94399,-88.93401,13,20220109
29,20.94399,-88.93401,10,20220113
30,20.94399,-88.93401,7,20220117
31,20.94399,-88.93401,6,20220121
32,20.94399,-88.93401,9,20220125
33,20.94399,-88.93401,3,20220129
34,20.94399,-88.93401,10,20220202
35,20.94399,-88.93401,1,20220206
36,20.94399,-88.93401,14,20220210
37,20.94399,-88.93401,14,20220214
38,20.94399,-88.93401,13,20220218
39,20.94399,-88.93401,13,20220222
40,20.94399,-88.93401,6,20220226
41,20.94399,-88.93401,15,20220302
42,20.94399,-88.93401,15,20220306
43,20.94399,-88.93401,17,20220310
44,20.94399,-88.93401,19,20220314
45,20.94399,-88.93401,17,20220318
46,20.94399,-88.93401,13,20220322
47,20.94399,-88.93401,15,20220326
48,20.94399,-88.93401,12,20220330
49,20.94399,-88.93401,10,20220415
50,20.94399,-88.93401,15,20220419
51,20.94399,-88.93401,10,20220423
52,20.94399,-88.93401,7,20220427
53,20.94399,-88.93401,12,20220501
54,20.94399,-88.93401,9,20220505
55,20.94399,-88.93401,8,20220509
56,20.94399,-88.93401,9,20220513
57,20.94399,-88.93401,12,20220517
58,20.94399,-88.93401,7,20220521
59,20.94399,-88.93401,10,20220525
60,20.94399,-88.93401,4,20220529
61,20.94399,-88.93401,19,20220602
62,20.94399,-88.93401,14,20220606
63,20.94399,-88.93401,18,20220610
64,20.94399,-88.93401,16,20220614
65,20.94399,-88.93401,14,20220618
66,20.94399,-88.93401,11,20220622
67,20.94399,-88.93401,17,20220626
68,20.94399,-88.93401,17,20220630
69,20.94399,-88.93401,9,20220704
70,20.94399,-88.93401,26,20220708
71,20.94399,-88.93401,10,20220712
72,20.94399,-88.93401,12,20220716
73,20.94399,-88.93401,24,20220720
74,20.94399,-88.93401,25,20220724
75,20.94399,-88.93401,23,20220728
76,20.94399,-88.93401,32,20220801
77,20.94399,-88.93401,21,20220805
78,20.94399,-88.93401,12,20220809
79,20.94399,-88.93401,22,20220813
80,20.94399,-88.93401,17,20220817
81,20.94399,-88.93401,17,20220821
82,20.94399,-88.93401,15,20220825
83,20.94399,-88.93401,19,20220829
84,20.94399,-88.93401,28,20220902
85,20.94399,-88.93401,19,20220906
86,20.94399,-88.93401,8,20220910
87,20.94399,-88.93401,17,20220914
88,20.94399,-88.93401,12,20220918
89,20.94399,-88.93401,6,20220922
90,20.94399,-88.93401,15,20220926
91,20.94399,-88.93401,17,20220930
92,20.94399,-88.93401,12,20221004
93,20.94399,-88.93401,10,20221008
94,20.94399,-88.93401,19,20221024
95,20.94399,-88.93401,15,20221028
96,20.94399,-88.93401,15,20221101
97,20.94399,-88.93401,15,20221105
98,20.94399,-88.93401,17,20221109
99,20.94399,-88.93401,15,20221113
100,20.94399,-88.93401,5,20221117
101,20.94399,-88.93401,17,20221121
102,20.94399,-88.93401,11,20221125
103,20.94399,-88.93401,10,20221129
104,20.94399,-88.93401,11,20221203
105,20.94399,-88.93401,17,20221207
106,20.94399,-88.93401,10,20221211
107,20.94399,-88.93401,11,20221215
108,20.94399,-88.93401,17,20221219
109,20.94399,-88.93401,7,20221223
110,20.94399,-88.93401,12,20221227
