,Latitud,Longitud,Lai,date
0,21.14468,-88.56591,21,20210922
1,21.14468,-88.56591,25,20210926
2,21.14468,-88.56591,25,20210930
3,21.14468,-88.56591,27,20211004
4,21.14468,-88.56591,20,20211008
5,21.14468,-88.56591,17,20211012
6,21.14468,-88.56591,15,20211016
7,21.14468,-88.56591,8,20211020
8,21.14468,-88.56591,20,20211024
9,21.14468,-88.56591,20,20211028
10,21.14468,-88.56591,21,20211101
11,21.14468,-88.56591,24,20211105
12,21.14468,-88.56591,16,20211109
13,21.14468,-88.56591,15,20211113
14,21.14468,-88.56591,12,20211117
15,21.14468,-88.56591,15,20211121
16,21.14468,-88.56591,17,20211125
17,21.14468,-88.56591,14,20211129
18,21.14468,-88.56591,15,20211203
19,21.14468,-88.56591,14,20211207
20,21.14468,-88.56591,17,20211211
21,21.14468,-88.56591,14,20211215
22,21.14468,-88.56591,4,20211219
23,21.14468,-88.56591,8,20211223
24,21.14468,-88.56591,11,20211227
25,21.14468,-88.56591,9,20211231
26,21.14468,-88.56591,9,20220101
27,21.14468,-88.56591,15,20220105
28,21.14468,-88.56591,17,20220109
29,21.14468,-88.56591,15,20220113
30,21.14468,-88.56591,10,20220117
31,21.14468,-88.56591,16,20220121
32,21.14468,-88.56591,11,20220125
33,21.14468,-88.56591,13,20220129
34,21.14468,-88.56591,19,20220202
35,21.14468,-88.56591,4,20220206
36,21.14468,-88.56591,9,20220210
37,21.14468,-88.56591,12,20220214
38,21.14468,-88.56591,14,20220218
39,21.14468,-88.56591,19,20220222
40,21.14468,-88.56591,21,20220226
41,21.14468,-88.56591,14,20220302
42,21.14468,-88.56591,12,20220306
43,21.14468,-88.56591,12,20220310
44,21.14468,-88.56591,12,20220314
45,21.14468,-88.56591,13,20220318
46,21.14468,-88.56591,7,20220322
47,21.14468,-88.56591,9,20220326
48,21.14468,-88.56591,10,20220330
49,21.14468,-88.56591,23,20220415
50,21.14468,-88.56591,7,20220419
51,21.14468,-88.56591,7,20220423
52,21.14468,-88.56591,7,20220427
53,21.14468,-88.56591,7,20220501
54,21.14468,-88.56591,7,20220505
55,21.14468,-88.56591,8,20220509
56,21.14468,-88.56591,7,20220513
57,21.14468,-88.56591,7,20220517
58,21.14468,-88.56591,7,20220521
59,21.14468,-88.56591,4,20220525
60,21.14468,-88.56591,7,20220529
61,21.14468,-88.56591,15,20220602
62,21.14468,-88.56591,16,20220606
63,21.14468,-88.56591,15,20220610
64,21.14468,-88.56591,12,20220614
65,21.14468,-88.56591,22,20220618
66,21.14468,-88.56591,15,20220622
67,21.14468,-88.56591,29,20220626
68,21.14468,-88.56591,28,20220630
69,21.14468,-88.56591,23,20220704
70,21.14468,-88.56591,15,20220708
71,21.14468,-88.56591,7,20220712
72,21.14468,-88.56591,26,20220716
73,21.14468,-88.56591,28,20220720
74,21.14468,-88.56591,8,20220724
75,21.14468,-88.56591,12,20220728
76,21.14468,-88.56591,24,20220801
77,21.14468,-88.56591,30,20220805
78,21.14468,-88.56591,70,20220809
79,21.14468,-88.56591,26,20220813
80,21.14468,-88.56591,24,20220817
81,21.14468,-88.56591,26,20220821
82,21.14468,-88.56591,17,20220825
83,21.14468,-88.56591,51,20220829
84,21.14468,-88.56591,24,20220902
85,21.14468,-88.56591,12,20220906
86,21.14468,-88.56591,18,20220910
87,21.14468,-88.56591,16,20220914
88,21.14468,-88.56591,7,20220918
89,21.14468,-88.56591,2,20220922
90,21.14468,-88.56591,8,20220926
91,21.14468,-88.56591,24,20220930
92,21.14468,-88.56591,30,20221004
93,21.14468,-88.56591,7,20221008
94,21.14468,-88.56591,17,20221024
95,21.14468,-88.56591,24,20221028
96,21.14468,-88.56591,22,20221101
97,21.14468,-88.56591,20,20221105
98,21.14468,-88.56591,15,20221109
99,21.14468,-88.56591,16,20221113
100,21.14468,-88.56591,11,20221117
101,21.14468,-88.56591,12,20221121
102,21.14468,-88.56591,13,20221125
103,21.14468,-88.56591,15,20221129
104,21.14468,-88.56591,17,20221203
105,21.14468,-88.56591,9,20221207
106,21.14468,-88.56591,15,20221211
107,21.14468,-88.56591,14,20221215
108,21.14468,-88.56591,14,20221219
109,21.14468,-88.56591,3,20221223
110,21.14468,-88.56591,16,20221227
